name,state,address,notes,display_order,status
DREAM SAVERS EYECARE - AJAH,Lagos,"Ajiwe bus stop, KM 52 Lekki - Epe Expy, Aja, Lagos",City/Town: Ajah | LGA: Eti-osa | Category: Tier 2 | Service: Optical,0,active
HEPHZIBAH EYE CARE - DELUXE LEKKI (HEAD OFFICE),Lagos,"House 4 Crescent Cross Estate, Hakeem Dickson Link Road, opposite Daytona Supermarket, by Elf Bus Stop, Lekki",City/Town: Lekki | LGA: Eti-osa | Category: Tier 1 | Service: Optical,0,active
HEPHZIBAH EYE CARE-LEKKI ADMIRALTY,Lagos,"32, Admiralty way, by Foodies restaurant, Opposite First bank and GIG Logistics. Lekki Phase 1.",City/Town: Lekki | LGA: Eti-osa | Category: Tier 1 | Service: Optical,0,active
HEPHZIBAH EYE CARE-VICTORIA ISLAND,Lagos,"Drewz Court 146c Ligali Ayorinde Street Victoria Island (the building at Sinari Daranijo junction, after Okele restaurant)",City/Town: Victoria - Island | LGA: Eti-osa | Category: Tier 1 | Service: Optical,0,active
HEPHZIBAH EYE CARE-AJAH,Lagos,"Suit 1F13,The HUB plaza along Addo road, near Blenco supermarket, Ajah Lagos State.",City/Town: Ajah | LGA: Eti-osa | Category: Tier 1 | Service: Optical,0,active
HEPHZIBAH EYE CARE-SANGOTEDO,Lagos,"Lekki-Epe Express way, Opposite Enyo Filling Station, Near Happy Homes Estate Sangotedo, Oko-ado.",City/Town: Lekki | LGA: Ibeju - Lekki | Category: Tier 1 | Service: Optical,0,active
HEPHZIBAH EYE CARE-LAKOWE,Lagos,"BnB mall (same building with Domino's Pizza) Golf bus stop Lakowe , Lekki-Epe Express way Ibeju Lekki, Lagos",City/Town: Lekki | LGA: Ibeju - Lekki | Category: Tier 1 | Service: Optical,0,active
FINESSE SPECIALIST DENTAL CLINICS AND SURGERY - AJAH,Lagos,"JEFERRY PLAZA, LEKKI-EPE EXPRESSWAY, ABRAHAM ADESANYA ROUNDABOUT, AJAH",City/Town: Ajah | LGA: Ibeju - Lekki | Category: Tier 1 | Service: Dental,0,active
FACES N BRACES DENTAL CLINICS,Lagos,"PLOT 7, AGODOGBA DRIVE, PARK VIEW ESTATE EXTENSION, OFF GERARD RD",City/Town: Ikoyi | LGA: Eti-Osa | Category: Tier 1 | Service: Dental,0,active
SMILE 360 DENTAL,Lagos,"NO 40A CAMERON, IKOYI",City/Town: Ikoyi | LGA: Eti-Osa | Category: Tier 1 | Service: Dental,0,active
All Smiles Dental Clinic,Lagos,"7, T.F Kuboye street, Oniru,Lekki",City/Town: Lekki | LGA: Ibeju - Lekki | Category: Tier 1 | Service: Dental,0,active
"AMARA MEDICARE LTD (EYE , DENTAL, ENT)",Lagos,"PLOT 76B, ELEGANZA GARDENS(OPPOSITE VGC) LEKKI-EPE EXPRESSWAY, LAGOS",City/Town: Lekki | LGA: Eti-Osa | Category: Tier 1 | Service: Dental/ Optical/ ENT,0,active
CELON DENTAL,Lagos,"SUITE E201- E204,AKORD SHOPPING MALL KILOMETER 34 LEKKI EPE EXPRESSWAY,",City/Town: Lekki | LGA: Ibeju - Lekki | Category: Tier 3 | Service: Dental,0,active
Dentist at your door dental clinic,Lagos,"Hub 28, Prince Bode Adebowale close, off Prince Collins, Lekki Phase 1",City/Town: Lekki | LGA: Ibeju - Lekki | Category: Tier 1 | Service: Dental,0,active
GLAZE DENTAL AND BREATH CLINIC,Lagos,"17 J ADMIRAL AYINLA WAY OFF FREEDOM WAY, LEKKI 1",City/Town: Lekki | LGA: Ibeju - Lekki | Category: Tier 1 | Service: Dental,0,active
HAVEN DENTAL CLINIC,Lagos,SUITE A910 D CHERUB MALL,City/Town: Lekki | LGA: Eti-Osa | Category: Tier 1 | Service: Dental,0,active
ROPERB DENTAL CLINIC - LEKKI,Lagos,"Orchid Rd, opposite Value City Supermarket, Eti-Osa 106104, Lekki, Lagos",City/Town: Lekki | LGA: Eti-Osa | Category: Tier 1 | Service: Dental,0,active
SS DENTAL CLINIC,Lagos,4b Wole Olateju Crescent Off Admiralty Road Lekki Phase 1,City/Town: Lekki | LGA: Eti-Osa | Category: Tier 2 | Service: Dental,0,active
BEACONHILL SMILE CLINIC VI,Lagos,"No 4,adeola Odeku street",City/Town: Victoria Island | LGA: Eti-Osa | Category: Tier 1 | Service: Dental,0,active
BONA DENTAL CLINIC LAGOS,Lagos,"suit 9, 4th floor Eleganza Plaza, Plot 634 Adeyemo Alakija Street Victoria Island Lagos",City/Town: Victoria Island | LGA: Eti-Osa | Category: Tier 3 | Service: Dental,0,active
DIVINE DENTAL HOME - VI,Lagos,"8B, Fabac Close, Off Ligali Ayorinde Street Victoria Island",City/Town: Victoria Island | LGA: Eti-Osa | Category: Tier 1 | Service: Dental,0,active
DULCE 247 DENTAL CLINIC,Lagos,"4 LIGALI AYORINDE STREET, VI",City/Town: Victoria Island | LGA: Eti-Osa | Category: Tier 1 | Service: Dental,0,active
MOUTH SPA DENTAL CLINIC,Lagos,No 234A Muri Okunola Street Opp DHL,City/Town: Victoria Island | LGA: Eti-Osa | Category: Tier 1 | Service: Dental,0,active
RABBONI DENTAL VICTORIA ISLAND,Lagos,FMDA BUILDING PLOT 1398B TIAMIYU SALVAGE STREET OPP DSTV OFFICE VICTORIA ISLAND,City/Town: Victoria Island | LGA: Eti-Osa | Category: Tier 1 | Service: Dental,0,active
BLANCHE DENTAL CLINIC - LEKKI,Lagos,"2B ADEBISI POPOOLA CRESCENT, LEKKI",City/Town: Lekki | LGA: Eti-osa | Category: Tier 1 | Service: Dental,0,active
BLANCHE DENTAL CLINIC - IKOTA,Lagos,"SUITE K182, ROAD 5, IKOTA SHOPPING COMPLEX, VGC",City/Town: Ikota | LGA: Eti-osa | Category: Tier 1 | Service: Dental,0,active
AIRE DENTAL CLINIC - VI BRANCH,Lagos,"25C KOFO ABAYOMI STREET, VICTORIA ISLAND, LAGOS",City/Town: Victoria Island | LGA: Eti-osa | Category: Tier 1 | Service: Dental,0,active
SCHUBBS DENTAL CLINICS - IKOYI,Lagos,2B Milverton Road Ikoyi. Lagos.,City/Town: Ikoyi | LGA: Eti-osa | Category: Tier 5 | Service: Dental,0,active
DENTAL PLUS LTD - VICTORIA ISLAND,Lagos,"Plot 25, Muri Okunolastreet, Off Ajose Adeogun street, VI",City/Town: Victoria Island | LGA: Eti-Osa | Category: Tier 1 | Service: Dental,0,active
ARABA MEDICAL CENTRE ABULE EGBA,Lagos,"122, ekoro-Agbelekale Rd Abule Egba Lagos",City/Town: Abule-Egba | LGA: Alimosho | Category: Tier 1 | Service: General,0,active
GUARDIAN HEALTH LIMITED,Lagos,182 EKORO ROAD BY UPSTAIRS B/STOP ABULE EGBA,City/Town: Abule-Egba | LGA: Alimosho | Category: Tier 2 | Service: General,0,active
HAMKAD HOSPITAL NIGERIA LTD.,Lagos,"39,OLAWALE COLE STR U-TURN BUS STOPABULE EGBA",City/Town: Abule-Egba | LGA: Alimosho | Category: Tier 1 | Service: General,0,active
GEO MARIE HOSPITAL,Lagos,31 Adepegba street abule- egba,City/Town: Abule-Egba | LGA: Alimosho | Category: Tier 3 | Service: General,0,active
P AND G MEDICAL CENTER,Lagos,"29 SANNI LABODE STREET ,OKO OBA, ABULE EGBA",City/Town: Abule-Egba | LGA: Alimosho | Category: Tier 2 | Service: General,0,active
STANDARD LIFE CARE HOSPITAL,Lagos,"6,ORENIWON STREET, ABULE-EGBA",City/Town: Abule-Egba | LGA: Alimosho | Category: Tier 1 | Service: General,0,active
LONGING MEDICAL CENTRE,Lagos,NO 3-5 JOSEPHA CLOSE OFF OGUNDEJI OGUNTONA AJALA BUS-STOP LAGOS,City/Town: Abule-Egba | LGA: Eti-Osa | Category: Tier 1 | Service: General,0,active
CARE GIVERS HOSPITAL,Lagos,"20 TORIKOH ROAD, OPPOSITE COCA COLA DEPOT AGBARA BADAGRY",City/Town: Agbara | LGA: Badagry | Category: Tier 2 | Service: General,0,active
IBIJOLA MEDICAL CENTRE,Lagos,"31, LAGOS/BADAGRY EXPRESSWAY, AGBARA BUSSTOP, AGBARA",City/Town: Agbara | LGA: Badagry | Category: Tier 1 | Service: General,0,active
ST RAPHAEL HOSPITAL LTD,Lagos,"114, Lateef Adegboyega Str. Translate Bstop Ago palace Okota, Lagos.",City/Town: Ago Palace | LGA: Amuwo-Odofin | Category: Tier 1 | Service: General,0,active
GOD CURES HOSPITAL,Lagos,"19, ERA ROAD, AJNAGBADI, LAGOS",City/Town: Ajangbadi | LGA: Ojo | Category: Tier 1 | Service: General,0,active
FAITH CITY HOSPITAL AJAO,Lagos,"16 Asa-Afariogun St, Anthony ajao estate",City/Town: Ajao Estate | LGA: Oshodi-Isolo | Category: Tier 1 | Service: General,0,active
HEALING FIELD HOSPITAL,Lagos,"1, Ajibade Oke street, off afariogun street, airport road/junction, Ajao Estate",City/Town: Ajao Estate | LGA: Oshodi-Isolo | Category: Tier 1 | Service: General,0,active
HEDA HOSPITAL,Lagos,"No 2 Nwabueze Close off Princess Aina Jegede, Ajao Estate, Lagos",City/Town: Ajao Estate | LGA: Oshodi-Isolo | Category: Tier 2 | Service: General,0,active
R-JOLAD HOSPITAL ISOLO,Lagos,"6, OLABODE STREET AJAO ESTATE",City/Town: Ajao Estate | LGA: Oshodi-Isolo | Category: Tier 3 | Service: General,0,active
MAYCENTRAL CLINIC AND IMMUNIZATION CENTRE,Lagos,"22, St. Finbarrs Road, Anoka Lagos",City/Town: Akoka | LGA: LagosMainland | Category: Tier 1 | Service: IMMUNIZATION,0,active
ALL SAINTS MODEL HOSPITAL,Lagos,"No29, Sowemimo street alaba International",City/Town: Alaba International | LGA: Ojo | Category: Tier 1 | Service: General,0,active
TRUST IN GOD MEDICAL CENTRE,Lagos,"18,cele street ,off ariyo street,mile 10,off alaba road ,ojo lagos",City/Town: Alaba International | LGA: Ojo | Category: Tier 1 | Service: General,0,active
FUNBI HOSPITAL,Lagos,10 kolawole otun close off old ota road alagbado lagos,City/Town: Alagbado | LGA: Badagry | Category: Tier 3 | Service: General,0,active
JEFIS SPECIALIST HOSPITAL AND MATERNITY HOME,Lagos,9 ADEGBOLA STREET OFF BAALE ANIMASHAUN ROAD ALAKUKO LAGOS,City/Town: Alakuko | LGA: Alimosho | Category: Tier 1 | Service: General,0,active
ABBEY MEDICAL CENTRE,Lagos,74 idewu street,City/Town: Apapa | LGA: Ajeromi-Ifelodun | Category: Tier 1 | Service: General,0,active
ALL SOULS CLINIC LTD APAPA,Lagos,"255, OJO ROAD AJEGUNLE APAPA, LAGOS STATE",City/Town: Apapa | LGA: Apapa | Category: Tier 2 | Service: General,0,active
ADEMOLA HOSPITAL,Lagos,"1, OMOWALE STREET CELE BUS STOP IJANIKIN LAGOS",City/Town: Apapa | LGA: Badagry | Category: Tier 2 | Service: General,0,active
FALETI MEDICAL CENTRE,Lagos,"98 Bale street, by new road bus stop, olodi apapa lagos",City/Town: Apapa | LGA: Apapa | Category: Tier 2 | Service: General,0,active
LAGOON HOSPITALS APAPA,Lagos,8 MARINE ROAD APAPA,City/Town: Apapa | LGA: Apapa | Category: Tier 5 | Service: General,0,active
MAJOROH MEDICAL CENTRE,Lagos,"9, Pelewura Way, Apapa Lagos",City/Town: Apapa | LGA: Apapa | Category: Tier 2 | Service: General,0,active
SONEX CLINICS LTD,Lagos,"3, Emordi Street, Olodi Apapa",City/Town: Apapa | LGA: Apapa | Category: Tier 1 | Service: General,0,active
ALL SOULS INFIRMARY HOSPITAL,Lagos,"8,CHURCH STREET ELERE AGEGE",City/Town: Agege | LGA: Agege | Category: Tier 1 | Service: General,0,active
DUNIA HOSPITAL LTD,Lagos,45 OKO- OBA ROAD AGEGE LAGOS,City/Town: Agege | LGA: Agege | Category: Tier 2 | Service: General,0,active
GOODNESS MEDICAL CENTRE - AGEGE,Lagos,"24, Shabba Street directly Opposite Babatunde Fasola train Station",City/Town: Agege | LGA: Agege | Category: Tier 1 | Service: General,0,active
"OSUNTUYI MEDICAL CENTRE, IJU",Lagos,"255, IJU RD., BALOGUN BUS STOP, IJU ISHAGA, AGEGE",City/Town: Agege | LGA: Agege | Category: Tier 1 | Service: General,0,active
PROMISE MEDICAL CENTRE DOPEMU,Lagos,"132 DOPEMU ROAD , AGEGE LAGOS",City/Town: Agege | LGA: Agege | Category: Tier 1 | Service: General,0,active
R-JOLAD HOSPITAL AGEGE,Lagos,"Plot 23/24 Omotoye Estate Road off Ipaja Road, Mulero Bus-Stop, Orile-Agege, Lagos.",City/Town: Agege | LGA: Agege | Category: Tier 3 | Service: General,0,active
THE BRIGHTHOPE SPECIALIST HOSPITAL,Lagos,"530, Agidingbi Lateef Jakande",City/Town: Agidingbi | LGA: Ikeja | Category: Tier 3 | Service: General,0,active
PRINCE AND PRINCESS AJEGUNLE,Lagos,"191, OJO ROAD, LIGALI BUS STOP. AJEGUNLE- APAPA LAGOS.",City/Town: Ajegunle | LGA: Apapa | Category: Tier 1 | Service: General,0,active
PEAK MARK CLINIC,Lagos,"20, SHOLANKE STREET, AKOKA",City/Town: Akoka | LGA: LagosMainland | Category: Tier 2 | Service: General,0,active
BUENA SALUTE CLINIC,Lagos,10 BALOGUN STREET AJAO ESTATE ANTHONY VILLAGE LAGOS,City/Town: Anthony Village | LGA: Oshodi-Isolo | Category: Tier 2 | Service: GENERAL / ENT,0,active
AGNOSYS HEALTH,Lagos,"2, Deji Odunuga Street, Anthony Village Lagos",City/Town: Anthony Village | LGA: Kosofe | Category: Tier 1 | Service: IMMUNIZATION,0,active
GLORIA HOSPITAL LIMITED,Lagos,"9, OLADEINDE STREET, ANTHONY VILLAGE, LAGOS.",City/Town: Anthony Village | LGA: Kosofe | Category: Tier 2 | Service: General,0,active
EL DUNAMIS MEDICAL CENTRE - AYOBO,Lagos,"1, Amobi Nwanah Street, Off Alaja Road, Ayobo, Lagos State.",City/Town: Ayobo | LGA: Alimosho | Category: Tier 1 | Service: General,0,active
A HARMONY HOSPITAL,Lagos,4b ekundayo rd opposite holy child nursery school badagry,City/Town: Badagry | LGA: Badagry | Category: Tier 1 | Service: General,0,active
ADEBAYO LIVING TOWER HOSPITAL,Lagos,"No 10, Adebayo Ojajuni Street, Off Kemuye Bus stop Imeke Badagry",City/Town: Badagry | LGA: Badagry | Category: Tier 1 | Service: General,0,active
DEELACS MEDICAL CENTRE,Lagos,"11, OLAGUNJU STREET MAGBON OBELE ROAD, BADAGRY EXP WAY LAGOS",City/Town: Badagry | LGA: Badagry | Category: Tier 1 | Service: General,0,active
GRACELAND MEDICAL CENTRE,Lagos,"KM 5,LASU-ISHERI EXPRESS ROAD,OPP JAKANDE IBA ESTATE,IBA TOWN",City/Town: Badagry | LGA: Ojo | Category: Tier 1 | Service: General,0,active
OLA OKI MEDICAL CENTRE,Lagos,"Km 33,Ola Oki medical centre, opposite jakos petrol filling station badagry express way, Lagos.",City/Town: Badagry | LGA: Badagry | Category: Tier 2 | Service: General,0,active
WELL EAGLE HEALTH SERVICES LIMITED,Lagos,"Behind Redeemed Christian Church of God (Graceland) Jah Michael B/Stop. Oko-Afo, Badagry Expressway, Lagos in Olorunda LCDA, Badagry Local Government of Lagos state.",City/Town: Badagry | LGA: Badagry | Category: Tier 1 | Service: General,0,active
THE GREAT PHYSICIAN GADOL RAPHA,Lagos,"3, Niyi Adebule Street, Badagry Lagos State",City/Town: Badagry | LGA: Badagry | Category: Tier 1 | Service: General,0,active
LADI LAK MEDICAL CENTRE,Lagos,"53, IGI OLUGBIN STREET LADI-LAK BUSSTOP, BARIGA LAGOS",City/Town: Bariga | LGA: Shomolu | Category: Tier 1 | Service: General,0,active
MUCAS HOSPITAL LIMITED,Lagos,"19,ogun street,adealu b\stop,dopmu,lagos",City/Town: Dopemu | LGA: Alimosho | Category: Tier 1 | Service: General,0,active
BRICKFIELD MEDICAL CENTRE,Lagos,"15,ADEMUYIWA STREET,OFF APAPA ROAD,COSTAIN,EBUTE-METTA,LAGOS",City/Town: Ebute-Metta | LGA: LagosMainland | Category: Tier 1 | Service: General,0,active
BEE HESS HOSPITAL,Lagos,"155, AKOWONJO ROAD, EGBEDA LAGOS",City/Town: Egbeda | LGA: Alimosho | Category: Tier 1 | Service: General,0,active
CRYSTAL SPECIALIST HOSPITAL,Lagos,"148/150, AKOWONJO ROAD, EGBEDA",City/Town: Egbeda | LGA: Alimosho | Category: Tier 1 | Service: General,0,active
LIGHT HOSPITAL AND MATERNITY HOME,Lagos,"15,OLUMIDE ONQANUBI STREET,END FOLARIN,ALIMOSHO",City/Town: Egbeda | LGA: Alimosho | Category: Tier 1 | Service: General,0,active
ST IVES SPECIALIST - AKOWONJO,Lagos,"129, AKOWONJO ROAD EGBEDA , OFF KWARA BUS STOP",City/Town: Egbeda | LGA: Alimosho | Category: Tier 3 | Service: General,0,active
TALENT SPECIALIST HOSPITAL,Lagos,"PLOT 440,4TH AVENUE GOWON ESTATE EGBEDA LAGOS",City/Town: Egbeda | LGA: Alimosho | Category: Tier 2 | Service: General,0,active
WESTCARE SPECIALIST HOSPITAL,Lagos,"32 Samuel Street,",City/Town: Egbeda | LGA: Alimosho | Category: Tier 1 | Service: General,0,active
JUMOKE HOSPITAL and MATERNITY,Lagos,"98 Ifelodun street Shasha, Orisunbare Road Ejigbo",City/Town: Ejigbo | LGA: Alimosho | Category: Tier 1 | Service: General,0,active
LIVING SPRING HOSPITAL AND MATERNITY,Lagos,"49, Alafia avenue off Afolabi Obe Ori Oke b/stop Ejigbo",City/Town: Ejigbo | LGA: Oshodi-Isolo | Category: Tier 1 | Service: General,0,active
MEDIBAM MEDICAL CENTRE,Lagos,NO 8 JUBRIL OLABISI STREET IDIMU RD EJIGBO,City/Town: Ejigbo | LGA: Oshodi-Isolo | Category: Tier 1 | Service: General,0,active
WESTCARE HOSPITAL EJIGBO,Lagos,"31, IFOSHI ROAD, PIPELINE BUSTOP, EJIGBO",City/Town: Ejigbo | LGA: Oshodi-Isolo | Category: Tier 1 | Service: General,0,active
EMEL HOSPITAL,Lagos,"21 ROAD, Z CLOSE",City/Town: Festac Town | LGA: Amuwo-Odofin | Category: Tier 3 | Service: General,0,active
GODFREY HOSPITAL,Lagos,PLOT 3554 KOFO KASUMU AVENUE LAKEVIEW PHASE 1 ICAN ROAD AMUWO ODOFIN,City/Town: Festac Town | LGA: Amuwo-Odofin | Category: Tier 4 | Service: General,0,active
GOLDEN CROSS INFIRMARY,Lagos,2nd Avenue 22 ROAD FESTAC TOWN,City/Town: Festac Town | LGA: Amuwo-Odofin | Category: Tier 1 | Service: General,0,active
GREENLIFE HOSPITAL FESTAC,Lagos,"plot2031 rafiu babatunde tinubu road, off apple junction amuwo odofin festac",City/Town: Festac Town | LGA: Amuwo-Odofin | Category: Tier 1 | Service: General,0,active
"OUTREACH WOMEN AND CHILDREN HOSPITAL, FESTAC",Lagos,"4th Avenue by 3rd Avenue junction, Festac town",City/Town: Festac Town | LGA: Amuwo-Odofin | Category: Tier 3 | Service: General,0,active
SHEPHERD SPECIALIST HOSPITAL FESTAC,Lagos,"4th Avenue, E Close, Plot 1619, Festac town, Lagos",City/Town: Festac Town | LGA: Amuwo-Odofin | Category: Tier 3 | Service: General,0,active
AFRIMED SPECIALIST,Lagos,1B WILLIAM STREET OFF DIYA STREET IFAKO GBAGADA LAGOS,City/Town: Gbagada | LGA: Kosofe | Category: Tier 1 | Service: General,0,active
ANIYUN HOSPITAL LTD,Lagos,3 FEMI ADERIBIGBE CLOSE BESIDE TOTAL FILLING STATION IFAKO GBAGADA LAGOS STATE,City/Town: Gbagada | LGA: Kosofe | Category: Tier 1 | Service: General,0,active
HAPPY FAMILY HOSPITAL,Lagos,"11, Zainab Crescent, Medina Estate, Gbagada, Lagos",City/Town: Gbagada | LGA: Shomolu | Category: Tier 1 | Service: Psychiatry/mental health,0,active
Micel hospital,Lagos,no 4 brown street sholuyi gbagada,City/Town: Gbagada | LGA: Kosofe | Category: Tier 1 | Service: General,0,active
R-JOLAD HOSPITAL GBAGADA,Lagos,"1, Akindele Street, New Garage, Gbagada, Lagos.",City/Town: Gbagada | LGA: Ifako-Ijaye | Category: Tier 3 | Service: General,0,active
R-JOLAD PLUS,Lagos,"1 akindele street,new garage",City/Town: Gbagada | LGA: Ifako-Ijaye | Category: Tier 5 | Service: General,0,active
PRIMROSE SPECIALIST HOSPITAL,Lagos,"4, OLUSOLA OLUDE CLOSE, OFF LANRE AWOLOKUN STREET GBAGADA PHASE 2",City/Town: Gbagada | LGA: Shomolu | Category: Tier 2 | Service: General,0,active
WE CARE HOSPITAL,Lagos,"No 38, Oguntona Crescent, Charly Boy Bus Stop, Gbagada, Lagos",City/Town: Gbagada | LGA: Shomolu | Category: Tier 2 | Service: General,0,active
MOTHER TERESA MEDICAL CENTRE,Lagos,107 liasu road Ikotun Egbe Idimu,City/Town: Idimu | LGA: Alimosho | Category: Tier 3 | Service: General,0,active
PRINCE AND PRINCESS GOWON ESTATE,Lagos,"J73P+X99, 1st Avenue, 12 Rd, Idimu 102213, Lagos",City/Town: Idimu | LGA: Alimosho | Category: Tier 1 | Service: General,0,active
ST WILLIAMS HOSPITAL,Lagos,"2, ADEEKO OLUSANYA ST, FEDERAL SITE & SERVICES SCHEME, GRACE-LAND ESTATE",City/Town: Idimu | LGA: Alimosho | Category: Tier 1 | Service: General,0,active
SUBOL HOSPITAL,Lagos,"16/17 oba amusan, street, idimu ikotun",City/Town: Idimu | LGA: Ikotun | Category: Tier 1 | Service: General,0,active
LONGE MEDICAL CENTRE,Lagos,"126, OLUSEGUN OSOBA ROAD, OREMETA BUS STOP, AGBADO ROAD, LAGOS STATE",City/Town: Ifako-Ijaiye | LGA: Ifako-Ijaye | Category: Tier 1 | Service: General,0,active
OUR FRIEND HOSPITAL LIMITED,Lagos,"10, ADEPITAN STREET OFF HARUNA B/STOP COLLEGE ROAD IFAKO-IJAIYE",City/Town: Ifako-Ijaye | LGA: Ifako-Ijaye | Category: Tier 1 | Service: General,0,active
ICONIC CARE HOSPITAL,Lagos,"75, ISUTI ROAD, OPP QUUEN MARIS COLLEGE, EGAN, IGANDO, LAGOS Local Government: ALIMOSHO LGA First Contact",City/Town: Igando | LGA: Alimosho | Category: Tier 1 | Service: General,0,active
CREST HOSPITAL LAGOS,Lagos,"OREMEJI B/STOP ISUTI ROAD,IGANDO ,EGAN ,LAGOS-STATE.",City/Town: Igando | LGA: Alimosho | Category: Tier 1 | Service: General,0,active
EL DUNAMIS MEDICAL CENTRE - IGANDO,Lagos,"17 King Solomon Street araromi bus stop Akesan -Igando, Lasu-Isheri Rd, Lagos",City/Town: Igando | LGA: Alimosho | Category: Tier 1 | Service: General,0,active
LIFE FOUNT MEDICAL CENTRE,Lagos,103 MOSHALASHI ROAD SHIMA BUS STOP EGAN ALIMOSHO LAGOS STATE,City/Town: Igando | LGA: Alimosho | Category: Tier 1 | Service: General,0,active
VINTAGE HOSPITAL,Lagos,"53, Isuti Road, Egan, Igando",City/Town: Igando | LGA: Alimosho | Category: Tier 3 | Service: General,0,active
DENEW AIYETORO MEDICAL CENTRE,Lagos,"2/3 samson street, aiyetoro, ijanikin lagos",City/Town: Ijanikin | LGA: Badagry | Category: Tier 2 | Service: General,0,active
EVERLIFE HOSPITAL,Lagos,no 3 Peter edoso street pako iyana era ijanikin,City/Town: Ijanikin | LGA: Badagry | Category: Tier 2 | Service: General,0,active
LEX MEDICAL CENTRE,Lagos,"5 Raliat alabi street, iyana meiran, ijaiye ojokoro, lagos",City/Town: Ijaiye | LGA: Ifako-Ijaye | Category: Tier 1 | Service: General,0,active
AYODELE MEDICAL CENTRE,Lagos,"1 AYODELE CLOSE,OFF JONATHAN COKER ROAD,IJU-FAGBA,LAGOS",City/Town: Iju | LGA: Ifako-Ijaye | Category: Tier 1 | Service: General,0,active
ADEFEMI HOSPITAL,Lagos,"49, SERIKI-ARO AVENUE, IKEJA",City/Town: Ikeja | LGA: Ikeja | Category: Tier 1 | Service: General,0,active
BT HEALTH AND DIAGNOSTICS CENTRE (PPC LIMITED),Lagos,"1 – 5 Oba Akinjobi Street, Ikeja, Lagos, Nigeria.",City/Town: Ikeja | LGA: Ikeja | Category: Tier 1 | Service: General,0,active
DESERET INTERNATIONS HOSPITAL,Lagos,"12, Sobo Arobiodu Street Gra Ikeja",City/Town: Ikeja | LGA: Ikeja | Category: Tier 1 | Service: General,0,active
DURO SOLEYE HOSPITAL,Lagos,"36,ALLEN AVENUE,IKEJA,LAGOS",City/Town: Ikeja | LGA: Ikeja | Category: Tier 1 | Service: General,0,active
FINNIH MEDICAL CENTRE,Lagos,"42, Oduduwa Crescent GRA Ikeja Lagos",City/Town: Ikeja | LGA: Ikeja | Category: Tier 2 | Service: General,0,active
IKEJA MEDICAL CENTRE,Lagos,"11, Ogunmodede Street, Off Allen Avenue, Ikeja",City/Town: Ikeja | LGA: Ikeja | Category: Tier 1 | Service: General,0,active
JAJO HOSPITAL LIMITED,Lagos,"f 6A, BADAGRY CLOSE, AKORA VILLAS, OFF ADENIYI",City/Town: Ikeja | LGA: Ikeja | Category: International Plan | Service: General,0,active
LAGOON HOSPITAL IKEJA,Lagos,awolowo way ikeja,City/Town: Ikeja | LGA: Ikeja | Category: Tier 5 | Service: General,0,active
MOTHER AND CHILD HOSPITAL - ADENIYI JONES,Lagos,"39A, Adeniyi Jones avenue",City/Town: Ikeja | LGA: Ikeja | Category: Tier 2 | Service: General,0,active
REDDINGTON MULTISPECIALIST HOSPITAL IKEJA,Lagos,"39, I d Johnson GRA Ikeja",City/Town: Ikeja | LGA: Ikeja | Category: Tier 4 | Service: General,0,active
SILVERCREST MULTISPECIALIST HOSPITAL,Lagos,2 adaloko Era road/ 6 Ajoke Akinbami off unity road Ikeja Lagos,City/Town: Ikeja | LGA: Ikeja | Category: Tier 5 | Service: General,0,active
SOLID ROCK HOSPITAL LAGOS,Lagos,"Beside FRSC headquarters, 6 Akinsanya Street, Off Ogunnusi Rd, Ojodu, Lagos",City/Town: Ikeja | LGA: Ikeja | Category: Tier 4 | Service: General,0,active
ST IVES SPECIALIST HOSPITAL - IKEJA,Lagos,"12 SALVATION ROAD,OPEBI IKEJA",City/Town: Ikeja | LGA: Ikeja | Category: Tier 3 | Service: General,0,active
